Dis No,Year,Seq,Disaster Group,Disaster Subgroup,Disaster Type,Disaster Subtype,Disaster Subsubtype,Event Name,Entry Criteria,Country,ISO,Region,Continent,Location,Origin,Associated Dis,Associated Dis2,OFDA Response,Appeal,Declaration,Aid Contribution,Dis Mag Value,Dis Mag Scale,Latitude,Longitude,Local Time,River Basin,Start Year,Start Month,Start Day,End Year,End Month,End Day,Total Deaths,No Injured,No Affected,No Homeless,Total Affected,Reconstruction Costs ('000 US$),Insured Damages ('000 US$),Total Damages ('000 US$),CPI
2013-0192-IND,2013,0192,Natural,Hydrological,Flood,Riverine flood,,,Kill,India,IND,Southern Asia,Asia,"Uttarakhand, Himachal Pradesh, Uttar Pradesh, Bihar, Karnataka, Kerala, Gujarat, West Bengal provinces",Monsoonal rain,"Slide (land, mud, snow, rock)",,Yes,,,,131743,Km2,32.714,76.61,,"Ganges, Yamuna, Ghaghara tivers",2013,6,12,2013,6,27,6054,4473,500000,,504473,,500000,1100000,91.12079403
2013-0178-AFG,2013,0178,Natural,Hydrological,Flood,Riverine flood,,,Kill,Afghanistan,AFG,Southern Asia,Asia,"Baghlan, Ghor, Balkh provinces",Torrential rain,,,,,,,14653,Km2,36.9291,68.85,,,2013,4,25,2013,4,29,20,,9500,,9500,,,,91.12079403
2013-0279-AFG,2013,0279,Natural,Hydrological,Flood,Riverine flood,,,Kill,Afghanistan,AFG,Southern Asia,Asia,"Kabul, Khost, Kunar, Paktya, Nangarrhar provinces",Heavy rains,,,,,,,,Km2,,,,,2013,8,1,2013,8,7,52,2,2595,,2597,,,,91.12079403
2013-0343-AFG,2013,0343,Natural,Hydrological,Flood,Riverine flood,,,Kill,Afghanistan,AFG,Southern Asia,Asia,"Shakardara, Paghman, Kabul districts (Kabul province), Chak, Jaghatu, Nerkh, Saydabad (Wardak province)",Heavy monsoon rains,,,,,,,,Km2,,,,,2013,8,10,2013,8,14,31,,,,,,,,91.12079403
2013-0260-IND,2013,0260,Natural,Hydrological,Flood,Riverine flood,,,Kill,India,IND,Southern Asia,Asia,"Sultanpur, Sitapur, Rae Bareli, Bara Banki, Faizabad, Gorakhpur, Basti, Kushinagar, Bahraich, Gonda, Shravasti districts (Uttar Pradesh province)",Monsoon rains,,,,,,,,Km2,,,,"Ganges, Ghagra, Kuano, Saryu, Sharda",2013,7,9,2013,7,10,174,,500000,,500000,,,2000,91.12079403
2013-0345-IND,2013,0345,Natural,Hydrological,Flood,Riverine flood,,,Kill,India,IND,Southern Asia,Asia,"Bhopal, Hoshangabad, Seoni, Narsinghpur, Jabalpur districts (Madhya Pradesh province), Uttar Pradesh, Assam provinces",Monsoon rains,,,,,,,,Km2,,,,Narmada and Betwa rivers,2013,8,22,2013,8,27,73,,40000,,40000,,,,91.12079403
2013-0400-IND,2013,0400,Natural,Hydrological,Flood,Riverine flood,,,Kill,India,IND,Southern Asia,Asia,"Orissa, Andhra Pradesh, West Bengal provinces",Monsoonal rain,,,,,,,,Km2,,,,,2013,10,21,2013,10,26,72,,375000,,375000,,,260000,91.12079403
2013-0282-IND,2013,0282,Natural,Hydrological,Flood,,,,Kill,India,IND,Southern Asia,Asia,"Dhemaji, Tinsukia, Nagaon, Golaghat, Jorhat, Kamrup, Karimganj, Lakhimpur, Morigaon, Sibsaga, Bongaigaon, Kokrajhar districts (Assam province)",Monsoonal rain,,,,,,,38019,Km2,27.387,94.92,,,2013,6,23,2013,7,15,80,,2000000,,2000000,,,,91.12079403
2014-0134-AFG,2014,0134,Natural,Hydrological,Flood,Flash flood,,,Kill,Afghanistan,AFG,Southern Asia,Asia,"Badakhshan, Jawzjan, Faryab, Sar-e-Pul, Badghis, Balkh, Baghlan, Samangan, Kabul, Ghor, Logar, Takhar, Bamyan, Hirat, Parwan, Nangarhar, Khost, Kandahar, Panjsher, Hilmand, Kapisa, Nimroz, Laghman, Kunduz, Daykundi, Nuristan, Kunar provinces",Torrential rain,"Slide (land, mud, snow, rock)",,,,,,83722,Km2,35.834,66.43,,,2014,4,24,2014,5,2,431,100,140000,,140100,,,,92.59898057
2011-0590-LKA,2011,0590,Natural,Hydrological,Flood,Riverine flood,,,Affected,Sri Lanka,LKA,Southern Asia,Asia,"Kegalle district (Sabaragamuwa province), Galle district (Southern province), Gampaha, Colombo, Kalutara districts (Western province)",Monsoonal rain,,,,,,,,Km2,,,,,2011,5,29,2011,5,29,,,8600,,8600,,,,87.98460292
2012-0537-LKA,2012,0537,Natural,Hydrological,Flood,Riverine flood,,,Kill,Sri Lanka,LKA,Southern Asia,Asia,"Matale, Kandy, Nuwara Eliya districts (Central province), Batticaloa district (Eastern province), Polonnaruwa, Kurunegala districts (North Central province), Galle, Hambantota districts (Southern province), Badulla, Moneragala districts (Uva province)",Torrential rain,"Slide (land, mud, snow, rock)",,,,,,49084,Km2,7.976,80.77,,,2012,12,17,2012,12,19,53,21,447000,,447021,,,1200,89.80529293
2012-0186-NPL,2012,0186,Natural,Hydrological,Flood,Riverine flood,,,Kill,Nepal,NPL,Southern Asia,Asia,"Kaski area (Gandaki district, Western province)",,,,,,,,4395,Km2,28.524,83.83,,Seti river,2012,5,5,2012,5,7,72,5,,,5,,,1000,89.80529293
2012-0325-PAK,2012,0325,Natural,Hydrological,Flood,Flash flood,,,Kill,Pakistan,PAK,Southern Asia,Asia,Jammu and Kashmir provinces,,,,,,,,,Km2,,,,,2012,9,4,2012,9,4,12,,,,,,,,89.80529293
2012-0363-PAK,2012,0363,Natural,Hydrological,Flood,Riverine flood,,,Kill,Pakistan,PAK,Southern Asia,Asia,"Jaffarabad, Jhal Magsi, Nasirabad districts (Balochistan province), Dera Ghazi Kan, Rajanpur districts (Punjab province), Dadu, Ghotki, Jacobabad, Larkana (Sindh province), Jammu and Kashmir provinces",Monsoon rain,,,Yes,,,,23036,Km2,28.04,68.77,,,2012,8,,2012,10,29,480,2902,5046462,,5049364,,,2500000,89.80529293
2012-0475-PAK,2012,0475,Natural,Hydrological,Flood,Riverine flood,,,Kill,Pakistan,PAK,Southern Asia,Asia,"North-West Frontier, Jammu and Kashmir provinces",Monsoonal rain,,,,,,,98264,Km2,35.03,73.52,,,2012,8,23,2012,8,29,26,,1200,,1200,,,,89.80529293
2013-0456-NPL,2013,0456,Natural,Hydrological,Flood,Riverine flood,,,Kill,Nepal,NPL,Southern Asia,Asia,"Kathmandu area (Bagmati district, Central province), Sindhuli area (Janakpur district, Central province), Rautahat area (Narayani district, Central province), Dhankuta, Morang, Sunsari areas (Koshi district, Eastern province), Taplejung, Jhapa areas (Mechi district, Eastern province), Okhaldhunga, Saptari, Solukhumbu, Udayapur areas (Sagarmatha district, Eastern province), Baitadi, Dadeldhura, Darchula, Kanchanpur areas (Mahakali district, Far Western province), Achham, Bajhang, Doti, Kailali areas (Seti district, Far Western province), Bardiya, Dailekh areas (Bheri district, Mid Western province), Kalikot, Humla areas (Karnali district, Mid Western province), Dang, Pyuthan, Rolpa areas (Rapti district, Mid Western province), Nawalparasi area (Lumbini district, Western province), Mustang area (Dhawalagiri district, Western province)",Heavy monsoon rains,"Slide (land, mud, snow, rock)",,,,,,,Km2,,,,,2013,5,25,2013,7,18,76,29,12474,,12503,,,,91.12079403
2013-0039-LKA,2013,0039,Natural,Hydrological,Flood,Riverine flood,,,Kill,Sri Lanka,LKA,Southern Asia,Asia,"Central, Eastern, Northern provinces",Hevay rains,,,,,,,26063,Km2,7.59777,80.92,,,2013,1,8,2013,1,16,52,,56747,,56747,,,,91.12079403
2013-0220-LKA,2013,0220,Natural,Hydrological,Flood,Riverine flood,,,Kill,Sri Lanka,LKA,Southern Asia,Asia,"Western, Central, Southern, Sabaragamuwa, North Western provinces",Monsoon rainfall,,,,,,,,Km2,,,,,2013,6,8,2013,6,8,58,15,17199,,17214,,,2000,91.12079403
2013-0576-NPL,2013,0576,Natural,Hydrological,Flood,Flash flood,,,Kill,Nepal,NPL,Southern Asia,Asia,"Jhapa area (Mechi district, Eastern province), Morang, Sunsari areas (Koshi district, Eastern province), Saptari area (Sagarmatha district, Eastern province), Rautahat area (Narayani district, Central province)",Heavy rains,,,,,,,,Km2,,,,,2013,7,10,2013,8,31,119,6,,4314,4320,,,,91.12079403
2013-0068-PAK,2013,0068,Natural,Hydrological,Flood,Riverine flood,,,Kill,Pakistan,PAK,Southern Asia,Asia,"Punjab, Jammu and Kasjmir, North-West Frontier provinces",Heavy rains,,,,,,,,Km2,,,,,2013,2,3,2013,2,6,34,57,,,57,,,,91.12079403
2013-0276-PAK,2013,0276,Natural,Hydrological,Flood,Riverine flood,,,Kill,Pakistan,PAK,Southern Asia,Asia,"Bolan District, Jaffarabad District, Jhal Magsi District, Kalat District, Kech District, Khuzdar District, Lasbela District, Loralai District, Mastung District, Nasirabad District, Quetta District, Sibi District districts (Balochistan province), Chitral District (North-West Frontier province), Bahawalpur District, Chakwal District, Dera Ghazi Khan District, Gujranwala District, Jhang District, Kasur District, Khanewal District, Layyah District, Mandi Bahauddin District, Mianwali District, Muzaffargarh District, Narowal District, Rahim Yar Khan District, Rajanpur District, Sahiwal District, Sheikhupura District, Sialkot District, Toba Tek Singh District, Vehari District districts (Punjab province), Dadu District, Ghotki District, Hyderabad District, Jacobabad District, Khairpur District, Larkana District, Mirpur Khas District, Naushahro Feroze District, Nawabshah District, Shikarpur District, Sukkur District districts (Sindh province)",Monsoonal rains,,,,,,,462763,Km2,28.7404,69.11,,,2013,8,7,2013,8,21,234,855,1496870,,1497725,,,1500000,91.12079403
2014-0185-AFG,2014,0185,Natural,Hydrological,Flood,Flash flood,,,Kill,Afghanistan,AFG,Southern Asia,Asia,Guzargah-e-Nur district (Baghlan province),Heavy rain,"Slide (land, mud, snow, rock)",Storm,,,,,44203,Km2,,,,,2014,6,3,2014,6,10,81,35,,10000,10035,,,3000,92.59898057
2014-0290-BGD,2014,0290,Natural,Hydrological,Flood,Riverine flood,,,Affected,Bangladesh,BGD,Southern Asia,Asia,"Lalmonirhat, Kurigram, Nilphamari, Rangpur, Gaibandha districts (Rangpur province), Bogra, Sirajganj districts (Rajshahi province), Sunamganj, Sylhet districts (Sylhet province), Sherpur, Netrakona, Munshiganj, Jamalpur, Tangail, Faridpur, Manikganj, Rajbari districts (Dhaka province), Bhola, Patuakhali, Barguna districts (Barisal province), Feni, Chittagong districts (Chittagong province)",Heavy rains,Broken Dam/Burst bank,,,,,,,Km2,,,,Ganges river,2014,8,11,2014,9,10,59,447,2800000,,2800447,,,160000,92.59898057
2014-0581-BGD,2014,0581,Natural,Hydrological,Flood,,,,Affected,Bangladesh,BGD,Southern Asia,Asia,"Bogra, Naogaon districts (Rajshahi province), Jamalpur, Mymensing, Netrokona districts (Dhaka province), Kurigram Lalmonirhat, Gaibandha districts (Rangpur province), Brahmanbaria district (Chittagong province)",,,,,,,,,Km2,,,,,2014,9,,2014,9,,,,400000,,400000,,,,92.59898057
2015-0253-BGD,2015,0253,Natural,Hydrological,Flood,Riverine flood,,,Kill,Bangladesh,BGD,Southern Asia,Asia,"Bandarban, Chittagong, Cox's Bazar districts (Chittagong province)",Excessive rains,"Slide (land, mud, snow, rock)",,,,,,,Km2,,,,,2015,6,23,2015,6,30,20,20651,1381250,,1401901,,,40000,92.70882199
2015-0293-BGD,2015,0293,Natural,Hydrological,Flood,Riverine flood,,,Waiting,Bangladesh,BGD,Southern Asia,Asia,"Barisal district (Barisal province), Chittagong district (Chittagong province), Khulna district (Khulna province)",Heavy rains,"Slide (land, mud, snow, rock)",,,,,,,Km2,,,,,2015,7,25,2015,7,27,11,,10000,,10000,,,,92.70882199
2015-0581-AFG,2015,0581,Natural,Hydrological,Flood,Flash flood,,,Affected,Afghanistan,AFG,Southern Asia,Asia,Faryab province,,,,,,,,,Km2,,,,,2015,5,9,2015,5,9,7,10,,3000,3010,,,,92.70882199
2016-0112-AFG,2016,0112,Natural,Hydrological,Flood,Flash flood,,,Kill,Afghanistan,AFG,Southern Asia,Asia,"Daykundi, Ghazni, Uruzgan provinces",,"Slide (land, mud, snow, rock)",,,,,,,Km2,,,,,2016,4,2,2016,4,8,30,,,,,,,,93.87843648
2016-0191-AFG,2016,0191,Natural,Hydrological,Flood,,,,Kill,Afghanistan,AFG,Southern Asia,Asia,"Badakhshan (Tashkan, Baharak, Darayem, Shahada districts)",,"Slide (land, mud, snow, rock)",,,,,,,Km2,,,,,2016,5,9,2016,5,12,6,,,,,,,,93.87843648
2016-0135-AFG,2016,0135,Natural,Hydrological,Flood,Flash flood,,,Kill,Afghanistan,AFG,Southern Asia,Asia,"Baghlan, Daykundi, Samangan, Takhar, Badghis provinces",Heavy rains,,,,,,,,Km2,,,,,2016,4,16,2016,4,17,31,,,,,,,,93.87843648
2016-0309-AFG,2016,0309,Natural,Hydrological,Flood,,,,Kill,Afghanistan,AFG,Southern Asia,Asia,"Yaqubi, Haroonkhel districts (Khost city); Zazai Maidan district",,,,,,,,,Km2,,,,,2016,7,19,2016,7,19,17,,,,,,,,93.87843648
2016-0288-BGD,2016,0288,Natural,Hydrological,Flood,Riverine flood,,,Kill,Bangladesh,BGD,Southern Asia,Asia,"Kurigram, Bogra, Sirajganj, Gaibandha, Tangail, Jamalpur, Nilphamari, Lalmonirhat, Sunamganj, Faridpur, Kustia,Madaripur, Manikganj, Rajbari, Rangpur, Sariatpur districts",Heavy rains,,,,,,,45667,Km2,90.04,24.09,,,2016,7,19,2016,8,2,106,,1900000,,1900000,,,150000,93.87843648
2014-0181-LKA,2014,0181,Natural,Hydrological,Flood,Riverine flood,,,Kill,Sri Lanka,LKA,Southern Asia,Asia,Western province,"Monsoon season, torrential rains",Flood,"Slide (land, mud, snow, rock)",,,,,,Km2,,,,,2014,6,4,2014,6,10,27,9,104000,,104009,,,2000,92.59898057
2014-0272-NPL,2014,0272,Natural,Hydrological,Flood,,,,Kill,Nepal,NPL,Southern Asia,Asia,"Jure, Mankhaa villages (Sindhupalchok area, Bagmati district, Central province), Lalitpur area (Bagmati district, Central province), Surkhet, Banke, Bardiya, Jajarkot areas (Bheri district, Mid Western province), Dang, Salyan, Rukum, Rolpa areas (Rapti district, Mid Western province), Kaski, Gorkha areas (Gandaki district, Western province), Achham area (Seti district, Far Western province), Chitwan area (Narayani district, Central province)",Mosoonal rain,"Slide (land, mud, snow, rock)",Epidemic,,,,,,Km2,,,,,2014,8,11,2014,8,25,294,149,184745,,184894,,,,92.59898057
2014-0408-IND,2014,0408,Natural,Hydrological,Flood,Riverine flood,,,Kill,India,IND,Southern Asia,Asia,"Shravasti, Balrampur, Sitapur, Lakhimpur Kheri, Gonda, Bara Banki, Faizabad, Azamgarh districts (Uttar Pradesh province), Uttarakhand, Bihar, Assam provinces","Heavy rains, overflowing rivers after dam opening in Nepal","Slide (land, mud, snow, rock)",Transport accident,,,,,,Km2,,,,"Ghagra, Rapti, Saryu rivers",2014,8,16,2014,9,1,94,,500000,,500000,,,,92.59898057
2014-0218-IND,2014,0218,Natural,Hydrological,Flood,Riverine flood,,,Kill,India,IND,Southern Asia,Asia,Assam province,Heavy monsoonal rain,"Slide (land, mud, snow, rock)",,,,,,49220,Km2,,,,Brahmaputra,2014,6,26,2014,6,28,27,,18500,,18500,,,2000,92.59898057
2014-0343-IND,2014,0343,Natural,Hydrological,Flood,Riverine flood,,,Kill,India,IND,Southern Asia,Asia,Jammu and Kashmir provinces,Monsoonal rain,"Slide (land, mud, snow, rock)",,Yes,,,,,Km2,,,,,2014,9,,2014,9,,298,,275000,,275000,,150000,16000000,92.59898057
2014-0391-IND,2014,0391,Natural,Hydrological,Flood,Riverine flood,,,Kill,India,IND,Southern Asia,Asia,"Tura village (West Garo Hills district, Meghalaya province), Goalpara, Kamrup districts (Assam province)",Torrential monsoonal rains; Typhoon Kalmaegi,"Slide (land, mud, snow, rock)",,,,,,61895,Km2,,,,,2014,9,24,2014,10,11,95,,,650000,650000,,,163000,92.59898057
2014-0171-IRN,2014,0171,Natural,Hydrological,Flood,,,,Affected,Iran (Islamic Republic of),IRN,Southern Asia,Asia,"Khorasan, Mazandaran, Semnan, Golestan provinces",Monsoonal rain,"Slide (land, mud, snow, rock)",,,,,,305525,Km2,,,,,2014,6,1,2014,6,10,37,,440000,,440000,,,49000,92.59898057
2014-0495-LKA,2014,0495,Natural,Hydrological,Flood,Riverine flood,,,Affected,Sri Lanka,LKA,Southern Asia,Asia,Mullattivu district (Northern province),Monsoon rain,"Slide (land, mud, snow, rock)",,Yes,,,,,Km2,,,,,2014,12,1,2015,1,5,41,20,1100000,,1100020,,,,92.59898057
2014-0268-NPL,2014,0268,Natural,Hydrological,Flood,Riverine flood,,,Kill,Nepal,NPL,Southern Asia,Asia,Far Western province,Excessive rainfall,"Slide (land, mud, snow, rock)",,,,,,,Km2,,,,Sharda river,2014,7,16,2014,7,22,8,,,,,,,,92.59898057
2014-0268-IND,2014,0268,Natural,Hydrological,Flood,Riverine flood,,,Kill,India,IND,Southern Asia,Asia,"Uttarakhand, Himachal Pradesh provinces",Excessive rainfall,,,,,,,,Km2,,,,Sharda river,2014,7,16,2014,7,22,26,,,,,,,,92.59898057
2014-0313-IND,2014,0313,Natural,Hydrological,Flood,Riverine flood,,,Kill,India,IND,Southern Asia,Asia,Orissa province,Torrential monsoonal rain,,,,,,,,Km2,,,,"Mahanadi, Baitarani, Budha",2014,8,3,2014,8,4,35,,179000,,179000,,,200000,92.59898057
2014-0409-IND,2014,0409,Natural,Hydrological,Flood,Riverine flood,,,Kill,India,IND,Southern Asia,Asia,Odisha province,,,,,,,,,Km2,,,,,2014,8,9,2014,8,16,47,,3600000,,3600000,,,100000,92.59898057
2014-0535-LKA,2014,0535,Natural,Hydrological,Flood,Riverine flood,,,Kill,Sri Lanka,LKA,Southern Asia,Asia,"Central, Eastern, North Central, North Western, Northern, Sabaragamuwa, Southern, Uva, Western provinces",,,,,,,,,Km2,,,,,2014,2,6,2014,2,6,27,,,,,,,,92.59898057
2014-0246-NPL,2014,0246,Natural,Hydrological,Flood,Riverine flood,,,Kill,Nepal,NPL,Southern Asia,Asia,"Sindhupalchok, Lalitpur areas (Bagmati district, Central province), Chitwan area (Narayani district, Central province)",Torrential rain,,,,,,,11578,Km2,,,,,2014,7,1,2014,7,14,16,,2400,,2400,,,,92.59898057
2014-0343-PAK,2014,0343,Natural,Hydrological,Flood,Riverine flood,,,Kill,Pakistan,PAK,Southern Asia,Asia,"Sialkot, Narowal, Lahore, Gujranwala, Mandi Bahauddin, Gujrat, Hafizabad, Jhelum, Jhang, Sargodha, Okara, Attock districts (Punjab province), Jammu and Kashmir provinces",Monsoonal rain,,,,,,,253686,Km2,,,,"Chenab, Ravi, Sutlej, Jhelum",2014,9,1,2014,10,11,255,673,2530000,,2530673,,,2000000,92.59898057
2015-0145-PAK,2015,0145,Natural,Hydrological,Flood,Flash flood,,,Kill,Pakistan,PAK,Southern Asia,Asia,"Peshawar district, North-West Frontier province",Torrential rains,Collapse,Flood,,,,,21148,Km2,33.5131,71.89,,,2015,4,26,2015,4,28,49,267,4800,,5067,,,1000,92.70882199
2015-0107-IND,2015,0107,Natural,Hydrological,Flood,Flash flood,,,Kill,India,IND,Southern Asia,Asia,"Chadoora village (72811 district, Jammu and Kashmir province)",Heavy rains,"Slide (land, mud, snow, rock)",,,,,,70288,Km2,33.1767,76.41,,Jhelum river,2015,3,20,2015,3,31,44,25,,2097,2122,,,76000,92.70882199
2015-0253-IND,2015,0253,Natural,Hydrological,Flood,Riverine flood,,,Kill,India,IND,Southern Asia,Asia,"Mirik, Kalimpong, Darjeeling villages (Darjiling district, West Bengal province),",,"Slide (land, mud, snow, rock)",,,,,,,Km2,,,,,2015,6,23,2015,6,30,40,,,1000,1000,,,,92.70882199
2015-0317-IND,2015,0317,Natural,Hydrological,Flood,Riverine flood,,,Kill,India,IND,Southern Asia,Asia,"Kachchh, Patan, Banas Kantha districts (Gujarat province), Malda, Jalpaiguri districts (West Bengal province), Jorhat, Dhemaji, Lakhimpur, Dhuburi, Darrang, Goalpara, Karbi Anglong, Marigaon districts (Assam province), Manipur, Orissa, Rajasthan, Madhya Pradesh provinces","Monsoon rains, exacerbated by tail end of Cyclone Komen","Slide (land, mud, snow, rock)",,,,,,629962,Km2,26.2074,82.62,,,2015,7,15,2015,8,19,293,,13709887,,13709887,,,,92.70882199
2015-0333-IND,2015,0333,Natural,Hydrological,Flood,Riverine flood,,,Kill,India,IND,Southern Asia,Asia,"Rajasthan, Uttar Pradesh, Jammu and Kashmir, Arunachal Pradesh, Uttarakhand, Punjab, Haryana, Himachal Pradesh provinces",Torrential monsoonal rains,"Slide (land, mud, snow, rock)",,,,,,,Km2,,,,,2015,7,7,2015,7,13,25,,,,,,,,92.70882199
2015-0413-IND,2015,0413,Natural,Hydrological,Flood,,,,Affected,India,IND,Southern Asia,Asia,"Sonitpur, Lakhimpur, Kokrajhar, Dhemaji districts (Assam province), Arunachal Pradesh province",,"Slide (land, mud, snow, rock)",,,,,,,Km2,,,,,2015,7,14,2015,7,16,,,85250,,85250,,,,92.70882199
2015-0547-LKA,2015,0547,Natural,Hydrological,Flood,,,,Affected,Sri Lanka,LKA,Southern Asia,Asia,Southern province,,"Slide (land, mud, snow, rock)",,,,,,,Km2,,,,,2015,9,15,2015,10,5,8,9,7300,,7309,,,,92.70882199
2015-0127-IRN,2015,0127,Natural,Hydrological,Flood,Flash flood,,,Affected,Iran (Islamic Republic of),IRN,Southern Asia,Asia,"Hormozgan, Kerman, Sistan-o baluchestan provinces",,Lightening,,,,,,,Km2,,,,,2015,3,11,2015,3,15,3,,2700,,2700,,,60000,92.70882199
2015-0207-IND,2015,0207,Natural,Hydrological,Flood,Flash flood,,,Affected,India,IND,Southern Asia,Asia,"Bhadrairuppu village (Virudhunagar district, Tamil Nadu province)",Torrential rain,,,,,,,14179,Km2,10.7121,79.18,,,2015,5,17,2015,5,21,8,,200,,200,,,,92.70882199
2015-0249-IND,2015,0249,Natural,Hydrological,Flood,Riverine flood,,,Kill,India,IND,Southern Asia,Asia,"Amreli, Rajkot, Surat districts (Gujarat province), Maharashtra province",Monsoon rains,,,,,,,43782,Km2,21.8734,70.76,,,2015,6,19,2015,6,20,81,,9000,,9000,,,604000,92.70882199
2015-0374-IND,2015,0374,Natural,Hydrological,Flood,,,,Affected,India,IND,Southern Asia,Asia,Assam province,Monsoonal rain,,,,,,,69190,Km2,26.8946,93.75,,Brahmaputra river,2015,8,13,2015,8,19,5,,18000,,18000,,,,92.70882199
2015-0406-IND,2015,0406,Natural,Hydrological,Flood,,,,Kill,India,IND,Southern Asia,Asia,"Dhemaji, Kokrajhar, Bongaigaon, Sonitpur, Barpeta, Goalpara, Marigaon, Cachar, Lakhimpur, Jorhat, Tinsukia, Darrang, Nalbari, Kamrup, Dibrugarh, Sibsagar districts (Assam province)",Hearvy rain,,,,,,,,Km2,,,,,2015,8,28,2015,8,30,18,,736000,51000,787000,,,,92.70882199
2015-0504-IND,2015,0504,Natural,Hydrological,Flood,,,,Kill,India,IND,Southern Asia,Asia,"Chittoor, Cuddapah, Prakasam, Nellore districts (Andhra Pradesh province), Chennai, Cuddalore, Nagapattinam, Kancheepuram, Thiruvallur, Villupuram districts (Tamil Nadu province), Puducherry province",Tropical depression 'Rovan',,,,,Yes,,93202,Km2,118.278,788.55,,,2015,11,8,2015,12,4,325,1000,1800000,,1801000,,755000,2200000,92.70882199
2015-0088-IRN,2015,0088,Natural,Hydrological,Flood,Flash flood,,,Affected,Iran (Islamic Republic of),IRN,Southern Asia,Asia,Bandar-e Abbas district (Hormozgan province),Torrential rains,,,,,,,,Km2,,,,,2015,3,10,2015,3,11,3,,,2000,2000,,,60000,92.70882199
2015-0258-IRN,2015,0258,Natural,Hydrological,Flood,Flash flood,,,Kill,Iran (Islamic Republic of),IRN,Southern Asia,Asia,"Tehran, Mazandaran, Ghazvin, Khorasan, Kordestan, Kerman, Semnan, Zanjan, West Azarbayejan provinces",Severe thunderstorms,,,,,,,776608,Km2,33.6304,54.04,,,2015,7,14,2015,7,21,23,30,4000,,4030,,,,92.70882199
2015-0499-IRN,2015,0499,Natural,Hydrological,Flood,Flash flood,,,Waiting,Iran (Islamic Republic of),IRN,Southern Asia,Asia,"Tudan district (Hormozgan province), Fars, Kerman provinces",,,,,,,,,Km2,,,,,2015,11,12,2015,11,12,9,,17700,,17700,,,516000,92.70882199
2015-0438-IRN,2015,0438,Natural,Hydrological,Flood,,,,Kill,Iran (Islamic Republic of),IRN,Southern Asia,Asia,"Pakdasht district (Tehran province), Hormozgan province",,,,,,,,,Km2,,,,,2015,9,18,2015,9,18,14,,,,,,,,92.70882199
2015-0530-LKA,2015,0530,Natural,Hydrological,Flood,Flash flood,,,Affected,Sri Lanka,LKA,Southern Asia,Asia,"Trincomalee, Ampara districts (Eastern province), Jaffna, Mullattivu, Kilinochchi districts (Northern province), Puttalam district (North Western province), Gampaha district (Western province), Moneragala district (Uva province)",Heavy rains,,,,,,,,Km2,,,,,2015,11,15,2015,12,4,2,,20000,,20000,,,,92.70882199
2015-0215-PAK,2015,0215,Natural,Hydrological,Flood,Flash flood,,,Kill,Pakistan,PAK,Southern Asia,Asia,Khuzdar district (Balochistan province),Torrential rains,,,,,,,,Km2,,,,,2015,6,4,2015,6,5,20,,,,,,,,92.70882199
2015-0124-PAK,2015,0124,Natural,Hydrological,Flood,Riverine flood,,,Kill,Pakistan,PAK,Southern Asia,Asia,"Federally Administered Tribal Areas, North-West Frontier, Punjab provinces",,,,,,,,,Km2,,,,,2015,2,24,2015,3,3,32,,,,,,,,92.70882199
2015-0333-PAK,2015,0333,Natural,Hydrological,Flood,Riverine flood,,,Kill,Pakistan,PAK,Southern Asia,Asia,"Rawalpindi District (Punjab province), Islamabad District (Islamabad province), Jammu and Kashmir provinces",,,,,,,,,Km2,,,,,2015,7,7,2015,7,13,18,,,,,,,,92.70882199
2015-0288-PAK,2015,0288,Natural,Hydrological,Flood,,,,Kill,Pakistan,PAK,Southern Asia,Asia,North-West Frontier province,Torrential rain,,,,,,,73485,Km2,35.0129,72.84,,,2015,6,25,2015,6,29,10,,,,,,,,92.70882199
2015-0291-PAK,2015,0291,Natural,Hydrological,Flood,,,,Kill,Pakistan,PAK,Southern Asia,Asia,"Punjab, Jammu and Kashmir, North-West Frontier, Balochistan, Sindh provinces",Torrential rain,,,,,,,137040,Km2,34.3432,72.27,,,2015,7,15,2015,8,19,238,232,1572191,,1572423,,,,92.70882199
2016-0139-IND,2016,0139,Natural,Hydrological,Flood,,,,Kill,India,IND,Southern Asia,Asia,"Arunachal Pradesh, Assam, Nagaland provinces",Pre-monsoon rains,"Slide (land, mud, snow, rock)",,,,,,70518,Km2,27.464,95.607,,Brahmaptura river,2016,4,22,2016,4,25,18,,100000,,100000,,,150000,93.87843648
2016-0153-LKA,2016,0153,Natural,Hydrological,Flood,,,,Kill,Sri Lanka,LKA,Southern Asia,Asia,"Kilinochchi district (Northern province), Colombo district (Western province), Kegalle district (Sabaragamuwa province)","Heavy rains, Cyclone Roanu","Slide (land, mud, snow, rock)",,,,,,,Km2,,,,,2016,5,14,2016,5,15,203,,301602,,301602,,104000,1200000,93.87843648
2016-0267-NPL,2016,0267,Natural,Hydrological,Flood,Flash flood,,,Kill,Nepal,NPL,Southern Asia,Asia,"Pyuthan (Rapti), Gulmi, Palpa, Rupandehi (Lumbini), Makwanpur (Narayani), Udaypur (Sagarmatha), Baglung, Setibeni Bazaar (Dhawalagiri), Banke (Bheri), Jhapa (Mechi)",Monsoonal rains,"Slide (land, mud, snow, rock)",,,,,,,Km2,,,,"Jhimruk, Bagdula, Kaligandaki River",2016,7,25,2016,7,27,138,51,10500,,10551,,,15000,93.87843648
